Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Specification (product.metafields.custom.specification),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Audio purpose (product.metafields.shopify.audio-purpose),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bag type (product.metafields.shopify.bag-type),Boot style (product.metafields.shopify.boot-style),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Communication device features (product.metafields.shopify.communication-device-features),Connection type (product.metafields.shopify.connection-type),Connectivity technology (product.metafields.shopify.connectivity-technology),Decoration material (product.metafields.shopify.decoration-material),Device interface (product.metafields.shopify.device-interface),Display resolution (product.metafields.shopify.display-resolution),Drive type (product.metafields.shopify.drive-type),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Features (product.metafields.shopify.features),Fit (product.metafields.shopify.fit),Fit type (product.metafields.shopify.fit-type),Footwear material (product.metafields.shopify.footwear-material),Fuel supply (product.metafields.shopify.fuel-supply),Gear material (product.metafields.shopify.gear-material),Handwear material (product.metafields.shopify.handwear-material),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light source (product.metafields.shopify.light-source),Lighting features (product.metafields.shopify.lighting-features),Loading ramp type (product.metafields.shopify.loading-ramp-type),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Mobility/Accessibility equipment features (product.metafields.shopify.mobility-accessibility-equipment-features),Motor vehicle placement (product.metafields.shopify.motor-vehicle-placement),Motorcycle drive type (product.metafields.shopify.motorcycle-drive-type),Motorcycle glove purpose (product.metafields.shopify.motorcycle-glove-purpose),Motorcycle tire type (product.metafields.shopify.motorcycle-tire-type),Mount/Stand features (product.metafields.shopify.mount-stand-features),Mounting type (product.metafields.shopify.mounting-type),Neckline (product.metafields.shopify.neckline),Net material (product.metafields.shopify.net-material),Organizer type (product.metafields.shopify.organizer-type),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Package type (product.metafields.shopify.package-type),Pairing method (product.metafields.shopify.pairing-method),Pants length type (product.metafields.shopify.pants-length-type),Power source (product.metafields.shopify.power-source),Protective gear features (product.metafields.shopify.protective-gear-features),Rack type (product.metafields.shopify.rack-type),Recommended age group (product.metafields.shopify.recommended-age-group),Rim/Wheel design (product.metafields.shopify.rim-wheel-design),Safety equipment material (product.metafields.shopify.safety-equipment-material),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Speaker design (product.metafields.shopify.speaker-design),Speaker features (product.metafields.shopify.speaker-features),Speaker technology (product.metafields.shopify.speaker-technology),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Toy/Game material (product.metafields.shopify.toy-game-material),Transmission type (product.metafields.shopify.transmission-type),Vehicle alarm/lock features (product.metafields.shopify.vehicle-alarm-lock-features),Vehicle application area (product.metafields.shopify.vehicle-application-area),Vehicle braking features (product.metafields.shopify.vehicle-braking-features),Vehicle cleaning item features (product.metafields.shopify.vehicle-cleaning-item-features),Vehicle decor features (product.metafields.shopify.vehicle-decor-features),Vehicle drive/handling features (product.metafields.shopify.vehicle-drive-handling-features),Vehicle engine part features (product.metafields.shopify.vehicle-engine-part-features),Vehicle exhaust type (product.metafields.shopify.vehicle-exhaust-type),Vehicle features (product.metafields.shopify.vehicle-features),Vehicle fluid features (product.metafields.shopify.vehicle-fluid-features),Vehicle frame/body features (product.metafields.shopify.vehicle-frame-body-features),Vehicle mirror type (product.metafields.shopify.vehicle-mirror-type),Vehicle oil features (product.metafields.shopify.vehicle-oil-features),Vehicle seating features (product.metafields.shopify.vehicle-seating-features),Vehicle suspension features (product.metafields.shopify.vehicle-suspension-features),Vehicle type (product.metafields.shopify.vehicle-type),Viscosity (product.metafields.shopify.viscosity),Waist rise (product.metafields.shopify.waist-rise),Watercraft type (product.metafields.shopify.watercraft-type),Wheel part type (product.metafields.shopify.wheel-part-type),Wheelchair type (product.metafields.shopify.wheelchair-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / International,Price / International,Compare At Price / International,Status,Product Rating Count,Material,Color,Size,Fit,Compare At Price
goldwing-1122-deflector-with-rearview-mirror-860008,Goldwing 1122 Deflector With Rearview Mirror 860008,"<h2>Goldwing 1122 Deflector With Rearview Mirror 860008</h2>
<h2 class=""a-size-large a-spacing-none""><strong><span class=""a-size-large product-title-word-break""></span></strong></h2>
<h3 class=""a-size-large a-spacing-none""><strong><span class=""a-size-large product-title-word-break"">Specification</span></strong></h3>
<p><span class=""a-list-item"">Item Weight : <span>1.4 Kilograms</span></span></p>
<p><span class=""a-list-item"">Product Dimensions : <span>31 x 15 x 7 cm; 1.4 kg</span></span></p>
<p><span class=""a-list-item""><span>Auto Part Position : Bottom</span></span></p>
<p><span class=""a-list-item""><span>Style : Classic</span></span></p>
<p><span class=""a-list-item""><span>Exterior Finish : ‎Chrome</span></span></p>
<p><span class=""a-list-item""><span>Model :  Air Deflector</span></span></p>
<p><span class=""a-list-item""><span>Color : <span class=""a-size-base po-break-word"">Gray,Transparent</span></span></span></p>
<p> </p>",AL KHUBAIZI MOTOR,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Frame & Body Parts,,Motorcycle Accessories,True,Title,Default Title,,,,,,,,'860008,0.0,shopify,deny,manual,843.07,880.19,True,True,EB11244974,https://cdn.shopify.com/s/files/1/0577/5035/6041/files/1_f519a8fe-b8db-4afd-833d-8268a3d31cfe.jpg?v=1746182956,1.0,,False,,,8227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,763.71,True,843.07,,True,885.61,,active,166,Rubber,Black,Small,Universal Fit,892.44
goldwing-1122-deflector-with-rearview-mirror-860008,,,,Automotive > Accessories > Parts,,,,,,,,,,,,,,,,,,839.04,858.28,,,,https://cdn.shopify.com/s/files/1/0577/5035/6041/files/2_879d6558-5d6f-4e6f-833e-c24c78db2e9a.jpg?v=1746182956,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.05,,839.04,,,809.97,,active,298,Plastic,Silver,Medium,Universal Fit,860.63
goldwing-1122-deflector-with-rearview-mirror-860008,,,,Automotive > Accessories > Parts,,,,,,,,,,,,,,,,,,827.82,892.52,,,,https://cdn.shopify.com/s/files/1/0577/5035/6041/files/3_fc508ab1-2698-4bc4-82e5-945290e20aa0.jpg?v=1746182956,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.17,,827.82,,,824.51,,active,484,Carbon Fiber,Silver,Medium,Universal Fit,927.46
2023-honda-grom-125cc-motorcycle-for-sale-contact-now-971555598040,2023 Honda GROM 125CC Motorcycle for Sale - Contact Now: +971555598040,"<h2 class=""product-single__title"">2023 Honda GROM 125CC Motorcycle for Sale - Contact Now: +971555598040</h2>
<p> </p>
<h3>ADDITIONAL INFORMATION:</h3>
<p>Model Year: 2023<br>Mileage: 1000 Km<br>Condition: Excellent, Like New<br>Price:  14000 AED<br>Availability:<span> </span><a href=""https://www.google.com/maps/dir//AL%20Khubaizi%20Motorcycles%20CO-L.L.C%20Near%20To%20BMW%20Showroom%20Road%20116%20Sheikh%20Khalifa%20Bin%20Zayed%20Al%20Nahyan%20Rd%20Industrial%20Area%2012%20Sharjah,%20UAE"" rel=""noopener"" target=""_blank"">AL Khubaizi Motorcycles CO-L.L.C</a><br><a href=""https://www.google.com/maps/dir//AL%20Khubaizi%20Motorcycles%20CO-L.L.C%20Near%20To%20BMW%20Showroom%20Road%20116%20Sheikh%20Khalifa%20Bin%20Zayed%20Al%20Nahyan%20Rd%20Industrial%20Area%2012%20Sharjah,%20UAE"" rel=""noopener"" target=""_blank"">Road 116 Sheikh Khalifa Bin Zayed Al Nahyan Rd, Sharjah, UAE</a></p>",AL KHUBAIZI MOTOR,Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters,,,True,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,14021.65,14069.31,True,True,,https://cdn.shopify.com/s/files/1/0577/5035/6041/files/WhatsAppImage2025-04-24at11.24.53AM.jpg?v=1745921566,1.0,,False,,,919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,13969.34,True,14021.65,,True,14007.24,,active,304,Plastic,Silver,Medium,Universal Fit,14042.97
2023-honda-grom-125cc-motorcycle-for-sale-contact-now-971555598040,,,,Automotive > Accessories > Parts,,,,,,,,,,,,,,,,,,14032.99,14055.5,,,,https://cdn.shopify.com/s/files/1/0577/5035/6041/files/WhatsAppImage2025-04-24at11.24.53AM_1.jpg?v=1745921566,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13971.14,,14032.99,,,14057.69,,active,170,Rubber,Gray,XL,Custom Fit,14109.82
2023-honda-grom-125cc-motorcycle-for-sale-contact-now-971555598040,,,,Automotive > Accessories > Parts,,,,,,,,,,,,,,,,,,13974.38,13986.93,,,,https://cdn.shopify.com/s/files/1/0577/5035/6041/files/WhatsAppImage2025-04-24at11.24.51AM_1.jpg?v=1745921566,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891.69,,13974.38,,,13959.46,,active,481,Rubber,Black,Large,Universal Fit,14006.31
2023-honda-grom-125cc-motorcycle-for-sale-contact-now-971555598040,,,,Automotive > Accessories > Parts,,,,,,,,,,,,,,,,,,14040.44,14107.7,,,,https://cdn.shopify.com/s/files/1/0577/5035/6041/files/WhatsAppImage2025-04-24at11.24.51AM_2.jpg?v=1745921566,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13994.99,,14040.44,,,14062.12,,active,291,Steel,Black,Medium,Universal Fit,14089.62
2023-honda-grom-125cc-motorcycle-for-sale-contact-now-971555598040,,,,Automotive > Accessories > Parts,,,,,,,,,,,,,,,,,,13995.4,14041.24,,,,https://cdn.shopify.com/s/files/1/0577/5035/6041/files/WhatsAppImage2025-04-24at11.24.51AM.jpg?v=1745921566,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13922.67,,13995.4,,,14028.92,,active,250,Carbon Fiber,Red,XL,Custom Fit,14052.39
2023-honda-grom-125cc-motorcycle-for-sale-contact-now-971555598040,,,,Automotive > Accessories > Parts,,,,,,,,,,,,,,,,,,13961.8,14009.13,,,,https://cdn.shopify.com/s/files/1/0577/5035/6041/files/WhatsAppImage2025-04-24at11.24.52AM_1.jpg?v=1745921566,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13864.26,,13961.8,,,13968.97,,active,337,Aluminum,Silver,Large,Universal Fit,13984.57
2023-honda-grom-125cc-motorcycle-for-sale-contact-now-971555598040,,,,Automotive > Accessories > Parts,,,,,,,,,,,,,,,,,,14046.53,14069.59,,,,https://cdn.shopify.com/s/files/1/0577/5035/6041/files/WhatsAppImage2025-04-24at11.24.52AM_2.jpg?v=1745921566,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14023.4,,14046.53,,,14055.46,,active,375,Rubber,Black,Large,Universal Fit,14093.21
